pair_key,cv_id,cv_level,cv_category,job_id,job_title,job_category,rank,high_dims,cohere_relevance,gptoss_relevance,llama_relevance,final_relevance,cohere_skills,gptoss_skills,llama_skills,final_skills,cohere_experience,gptoss_experience,llama_experience,final_experience,cohere_education,gptoss_education,llama_education,final_education,job_experience,job_education_level,cv_experience_years,cv_education_level,cv_education_field,cv_technical_skills,job_requirements_tags,job_technical_skills
it_P2_a8be1440b90d08d7c769a2dd62a5647c_2,it_P2,P2,IT,a8be1440b90d08d7c769a2dd62a5647c,Customer Service Supervisor,Chăm sóc khách hàng,2,skills_match,5,8,4,6,5,9,4,6,5,6,5,5,6,8,7,7,3 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,Excel; SAP,Chăm sóc khách hàng,giao tiếp tốt (bao gồm nói và viết); thành thạo SAP
it_P2_d6cba309f38fb358dbdd7e9bdedd85d8_8,it_P2,P2,IT,d6cba309f38fb358dbdd7e9bdedd85d8,Hostess/Waiter/Waitress – Nhân Viên Phục Vụ - Biết Tiếng Anh - Hồ Chí Minh (Quận 2),Lao động phổ thông,8,skills_match,6,7,3,6,6,7,2,5,10,9,10,10,7,7,7,7,Không yêu cầu,,2,Đại học,Quản trị kinh doanh,Excel; SAP,,giao tiếp tiếng Anh tốt; kỹ năng giao tiếp và chăm sóc khách hàng tốt; thái độ tích cực; có khả năng làm việc trong giờ cao điểm; ngoại hình gọn gàng; chuyên nghiệp
it_P2_fadbf9fddd686b0aba832143a92a3355_4,it_P2,P2,IT,fadbf9fddd686b0aba832143a92a3355,Nhân Viên Chăm Sóc Khách Hàng,Chăm sóc khách hàng,4,skills_match,7,7,3,6,7,6,2,5,7,8,5,7,7,8,7,7,1 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,Excel; SAP,Chăm sóc khách hàng; Y tế / Dược phẩm; Quan hệ công chúng; Nhà hàng / Khách sạn,giao tiếp xuất sắc; kỹ năng giải quyết vấn đề và xử lý tình huống tốt; khả năng làm việc độc lập và làm việc nhóm hiệu quả
it_P_31f94b71b9ece5490c0d975496a785f7_1,it_P,P,IT,31f94b71b9ece5490c0d975496a785f7,Giáo Viên Tiếng Anh (Toeic - Giao Tiếp) - Fulltime,Giáo dục,1,skills_match;experience_match;education_match,1,5,2,4,1,6,1,4,0,7,0,5,1,10,7,5,Dưới 1 năm,Đại học,2,Đại học,Quản trị kinh doanh,SAP; Excel,,Excel; AutoCAD; Python; SAP
it_P_7222c009019dbf5438a77e38fdcb9770_6,it_P,P,IT,7222c009019dbf5438a77e38fdcb9770,Nhân Viên Kinh Doanh/ Nhân Viên Tư Vấn Tuyển Sinh/ Tư Vấn Khóa Học IELTS (Không Yêu Cầu Kinh Nghiệm Giáo Dục) - Lương 12 - 25 Triệu/Tháng,Nhân viên kinh doanh,6,experience_match,5,5,4,4,4,2,2,2,7,4,10,5,7,8,7,7,Dưới 1 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,SAP; Excel,Tư vấn tuyển sinh/khoá học; Giáo dục / Đào tạo; B2C,giao tiếp; thuyết phục; kỹ năng làm việc độc lập; chịu áp lực công việc
it_P_921b61b86e73bd5c2a0fa22475f0d82e_11,it_P,P,IT,921b61b86e73bd5c2a0fa22475f0d82e,Nhân Viên Kinh Doanh / Tư Vấn / Sales Bất Động Sản,Bất động sản,11,skills_match,5,6,4,6,4,8,2,5,10,9,10,10,7,8,7,7,Không yêu cầu,Cao đẳng,2,Đại học,Quản trị kinh doanh,SAP; Excel,,Excel; AutoCAD; Python; SAP
it_P_c66fafb674a93c86b9a8583a5fdc4bc4_12,it_P,P,IT,c66fafb674a93c86b9a8583a5fdc4bc4,Learning & Development Executive,Giáo dục,12,education_match,3,4,2,3,3,4,2,3,4,5,4,4,4,9,6,5,3 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,SAP; Excel,,Excel; AutoCAD; Python; SAP; LMS; E-learning; Competency framework
it_P_fadbf9fddd686b0aba832143a92a3355_4,it_P,P,IT,fadbf9fddd686b0aba832143a92a3355,Nhân Viên Chăm Sóc Khách Hàng,Chăm sóc khách hàng,4,skills_match,6,7,3,5,5,7,2,4,7,8,5,7,7,8,7,7,1 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,SAP; Excel,Chăm sóc khách hàng; Y tế / Dược phẩm; Quan hệ công chúng; Nhà hàng / Khách sạn,giao tiếp xuất sắc; kỹ năng giải quyết vấn đề và xử lý tình huống tốt; khả năng làm việc độc lập và làm việc nhóm hiệu quả
ksxd_L1_39997cfca637ea9e7a5112f29d482bd5_6,ksxd_L1,L1,Kỹ sư xây dựng,39997cfca637ea9e7a5112f29d482bd5,"Kỹ Sư HVAC - Làm Việc Tại Hà Đông, Hà Nội",Kỹ sư xây dựng,6,experience_match,5,6,5,6,4,5,4,4,4,8,2,9,7,8,8,8,1 năm,Cao đẳng,0,Đại học,Xây dựng,Revit; Sap2000,Kỹ sư HVAC; Cơ khí / Tự động hóa; Điện / Điện tử / Điện lạnh; Sản xuất,AutoCAD; Excel
ksxd_L1_42d6c7ea57e3222070ed382724903238_15,ksxd_L1,L1,Kỹ sư xây dựng,42d6c7ea57e3222070ed382724903238,Trưởng Nhóm Kỹ Sư Điện Tự Động Hoá,Kỹ sư xây dựng,15,education_match,3,2,2,2,3,1,2,2,0,1,0,0,10,2,10,5,4 năm,Đại học,0,Đại học,Xây dựng,Revit; Sap2000,Kỹ sư điện; Điện / Điện tử / Điện lạnh; Công nghệ kỹ thuật; Cơ khí / Tự động hóa,Kỹ sư điện; Điện / Điện tử / Điện lạnh; Công nghệ kỹ thuật; Cơ khí / Tự động hóa
ksxd_L1_4f53c9a5a946096b6b39da07e1bc3347_7,ksxd_L1,L1,Kỹ sư xây dựng,4f53c9a5a946096b6b39da07e1bc3347,Kỹ Sư Thiết Kế Hệ Thống HVAC,Kỹ sư xây dựng,7,experience_match,5,5,5,6,6,4,5,5,8,7,2,5,10,10,7,10,1 năm,Đại học,0,Đại học,Xây dựng,Revit; Sap2000,,Trace 700; Revit; các phần mềm chuyên ngành HVAC
ksxd_L1_52daa522be819a33c3b35f07c35bd40d_5,ksxd_L1,L1,Kỹ sư xây dựng,52daa522be819a33c3b35f07c35bd40d,Kỹ Sư Thiết Kế Hệ Thống HVAC,Kỹ sư xây dựng,5,experience_match,5,6,5,5,6,4,5,5,8,8,2,5,10,8,7,8,1 năm,Đại học,0,Đại học,Xây dựng,Revit; Sap2000,,Trace 700; Revit; các phần mềm chuyên ngành HVAC
ksxd_L1_7a43c1187aed34147fecad3833b0ae84_1,ksxd_L1,L1,Kỹ sư xây dựng,7a43c1187aed34147fecad3833b0ae84,"Trưởng Nhóm Kỹ Sư Hạ Tầng Mạng Và Bảo Mật - Tại Hồ Chí Minh, Nhận Việc Ngay",Kỹ sư xây dựng,1,education_match,1,2,2,2,0,1,2,1,0,3,0,0,0,9,8,5,3 năm,Cao đẳng,0,Đại học,Xây dựng,Revit; Sap2000,Technical Leader; IT - Phần cứng và máy tính,Technical Leader; IT - Phần cứng và máy tính
ksxd_L1_c073efc5ec9c7f006494b1ceaf14aad0_3,ksxd_L1,L1,Kỹ sư xây dựng,c073efc5ec9c7f006494b1ceaf14aad0,Trưởng Nhóm Hạ Tầng Kỹ Thuật,Kỹ sư xây dựng,3,education_match,3,2,2,3,3,2,4,3,0,1,0,0,10,2,10,10,5 năm,Đại học,0,Đại học,Xây dựng,Revit; Sap2000,Kỹ sư HVAC,AutoCAD; Revit; Windows Server; Linux; VMware; thiết kế và triển khai hạ tầng kỹ thuật
ksxd_L1_e4bb04d7856fa8ff26a070c28ba58bea_8,ksxd_L1,L1,Kỹ sư xây dựng,e4bb04d7856fa8ff26a070c28ba58bea,Kỹ Sư Xây Dựng / Kỹ Sư Hiện Trường Làm Việc Đồng Nai,Kỹ sư xây dựng,8,experience_match,5,7,5,7,5,7,6,6,3,7,2,9,10,10,10,10,1 năm,Đại học,0,Đại học,Xây dựng,Revit; Sap2000,Kỹ sư hiện trường; Xây dựng,Kỹ sư hiện trường; Xây dựng
ksxd_L2_1089141e7e76e1668c0a70ed10ac9093_11,ksxd_L2,L2,Kỹ sư xây dựng,1089141e7e76e1668c0a70ed10ac9093,Kỹ Sư Thiết Kế,Kỹ sư xây dựng,11,education_match,5,6,6,7,4,5,5,5,8,8,8,8,10,5,9,10,Dưới 1 năm,Đại học,1,Đại học,Xây dựng,Revit; Sap2000; ETABS,Kỹ sư cấp thoát nước; Năng lượng / Môi trường; Thiết kế / Kiến trúc,AutoCAD; Revit; SketchUp
ksxd_L2b_1fb821627ea94cb09ee9020f0919a450_15,ksxd_L2b,L2b,Kỹ sư xây dựng,1fb821627ea94cb09ee9020f0919a450,Kỹ Sư Điện - Chuyên Ngành Điện/Xây Dựng - Thu Nhập Cao - Làm Việc Tại Nghệ An,Kỹ sư xây dựng,15,relevance_score,7,4,2,5,5,2,1,2,7,10,10,10,7,7,7,7,,,2,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Office,,
ksxd_L2b_b6df474a0237abd287bc2760195d6faa_10,ksxd_L2b,L2b,Kỹ sư xây dựng,b6df474a0237abd287bc2760195d6faa,Kỹ Sư/Cử Nhân Điện Tử Viễn Thông,Kỹ sư xây dựng,10,experience_match,5,5,3,6,5,6,2,5,10,9,5,9,10,6,7,7,2 năm,Đại học,2,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Office,,AutoCAD; Solidwork; thành thạo phần mềm thiết kế; thành thạo ứng dụng văn phòng
ksxd_L2b_bcaf90a663cc8de40ddbdf36a809f598_9,ksxd_L2b,L2b,Kỹ sư xây dựng,bcaf90a663cc8de40ddbdf36a809f598,Cán Bộ Kỹ Thuật Hiện Trường Cơ Điện - Làm Việc Tại Nha Trang,Kỹ sư xây dựng,9,experience_match,7,5,6,6,6,4,5,5,8,7,3,8,7,8,7,7,Dưới 1 năm,Trung cấp,2,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Office,Kỹ sư cơ điện; Xây dựng; Điện / Điện tử / Điện lạnh,Kỹ sư cơ điện; Xây dựng; Điện / Điện tử / Điện lạnh
ksxd_L2b_cfc8ac2f3efb5430ca9ab5b1af6851e2_6,ksxd_L2b,L2b,Kỹ sư xây dựng,cfc8ac2f3efb5430ca9ab5b1af6851e2,Kỹ Sư/Cử Nhân Điện Tử Viễn Thông,Kỹ sư xây dựng,6,education_match,6,5,4,6,5,4,2,4,9,9,8,9,10,5,8,10,2 năm,Đại học,2,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Office,,AutoCAD; Solidwork; thành thạo các phần mềm thiết kế; thành thạo ứng dụng văn phòng
ksxd_L3_558cc0d9b481d677d5631b53a51f2194_8,ksxd_L3,L3,Kỹ sư xây dựng,558cc0d9b481d677d5631b53a51f2194,Kỹ Sư Xây Dựng/ Kỹ Sư Lập Biện Pháp Thi Công (Thu Nhập 18- 28 Triệu) Làm Việc Tại Văn Phòng Hà Nội,Kỹ sư xây dựng,8,skills_match,8,4,8,8,7,2,7,6,10,9,9,9,10,10,10,10,3 năm,Đại học,3,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla,Kỹ sư xây dựng; Xây dựng,Excel; AutoCAD; Project
ksxd_L3_87bfbd0b05dc8d78bb8f634677b0e2e3_4,ksxd_L3,L3,Kỹ sư xây dựng,87bfbd0b05dc8d78bb8f634677b0e2e3,Kỹ Sư Model Kết Cấu (Tekla),Kỹ sư xây dựng,4,experience_match,8,8,6,7,8,7,7,7,9,6,3,5,10,10,10,10,Dưới 1 năm,Đại học,3,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla,Kỹ sư kết cấu công trình; Xây dựng; Cơ khí / Tự động hóa,Tekla Structures; Microsoft Office (Excel; Word)
ksxd_L3_9ea405df95ee2927bfe6c1f674769d62_7,ksxd_L3,L3,Kỹ sư xây dựng,9ea405df95ee2927bfe6c1f674769d62,Kỹ Thuật Hiện Trường - Lương Up To 25tr - Kinh Nghiệm Làm Việc 2 Năm,Kỹ sư xây dựng,7,skills_match,8,5,8,7,7,2,6,3,9,8,7,8,10,10,10,10,2 năm,Đại học,3,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla,,Auto Cad; Microsoft Office; Outlook; word; excel
ksxd_L3_bcaf90a663cc8de40ddbdf36a809f598_3,ksxd_L3,L3,Kỹ sư xây dựng,bcaf90a663cc8de40ddbdf36a809f598,Cán Bộ Kỹ Thuật Hiện Trường Cơ Điện - Làm Việc Tại Nha Trang,Kỹ sư xây dựng,3,experience_match,5,7,5,6,4,7,6,6,7,5,2,5,7,8,8,8,Dưới 1 năm,Trung cấp,3,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla,Kỹ sư cơ điện; Xây dựng; Điện / Điện tử / Điện lạnh,Kỹ sư cơ điện; Xây dựng; Điện / Điện tử / Điện lạnh
ksxd_L3_f062342bf5892ddbbf6f9b1b71208fb7_10,ksxd_L3,L3,Kỹ sư xây dựng,f062342bf5892ddbbf6f9b1b71208fb7,"Kỹ Sư Triển Khai Bản Vẽ Kỹ Thuật - Yêu Cầu 1 Năm Kinh Nghiệm, Làm Việc Tại Ninh Bình",Kỹ sư xây dựng,10,education_match,7,8,7,8,7,9,8,8,7,7,6,7,7,9,4,9,1 năm,Trung cấp,3,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla,,Kỹ sư xây dựng; Xây dựng
ksxd_L3b_1089141e7e76e1668c0a70ed10ac9093_6,ksxd_L3b,L3b,Kỹ sư xây dựng,1089141e7e76e1668c0a70ed10ac9093,Kỹ Sư Thiết Kế,Kỹ sư xây dựng,6,experience_match,5,6,6,6,5,5,7,5,9,4,2,5,10,7,10,10,Dưới 1 năm,Đại học,4,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Revit; Năng lượng / Môi trường,Kỹ sư cấp thoát nước; Năng lượng / Môi trường; Thiết kế / Kiến trúc,AutoCAD; Revit; SketchUp
ksxd_L3b_280510c9b9fe8a62d9462af0b9f043a6_4,ksxd_L3b,L3b,Kỹ sư xây dựng,280510c9b9fe8a62d9462af0b9f043a6,Electrical Supervisor,Kỹ sư xây dựng,4,experience_match,3,5,2,3,2,1,1,1,2,7,3,6,7,10,7,7,Trên 5 năm,Đại học,4,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Revit; Năng lượng / Môi trường,Kỹ sư điện; Dầu khí / Hoá dầu; Cơ khí / Tự động hóa,Kỹ sư điện; Dầu khí / Hoá dầu; Cơ khí / Tự động hóa
ksxd_L3b_42d6c7ea57e3222070ed382724903238_12,ksxd_L3b,L3b,Kỹ sư xây dựng,42d6c7ea57e3222070ed382724903238,Trưởng Nhóm Kỹ Sư Điện Tự Động Hoá,Kỹ sư xây dựng,12,skills_match;education_match,7,4,5,5,7,1,4,3,10,10,9,10,10,5,10,5,4 năm,Đại học,4,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Revit; Năng lượng / Môi trường,Kỹ sư điện; Điện / Điện tử / Điện lạnh; Công nghệ kỹ thuật; Cơ khí / Tự động hóa,Kỹ sư điện; Điện / Điện tử / Điện lạnh; Công nghệ kỹ thuật; Cơ khí / Tự động hóa
ksxd_L3b_87bfbd0b05dc8d78bb8f634677b0e2e3_8,ksxd_L3b,L3b,Kỹ sư xây dựng,87bfbd0b05dc8d78bb8f634677b0e2e3,Kỹ Sư Model Kết Cấu (Tekla),Kỹ sư xây dựng,8,experience_match,8,7,6,7,8,7,7,7,9,4,2,5,10,10,10,10,Dưới 1 năm,Đại học,4,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Revit; Năng lượng / Môi trường,Kỹ sư kết cấu công trình; Xây dựng; Cơ khí / Tự động hóa,Tekla Structures; Microsoft Office (Excel; Word)
ksxd_L3b_bcaf90a663cc8de40ddbdf36a809f598_7,ksxd_L3b,L3b,Kỹ sư xây dựng,bcaf90a663cc8de40ddbdf36a809f598,Cán Bộ Kỹ Thuật Hiện Trường Cơ Điện - Làm Việc Tại Nha Trang,Kỹ sư xây dựng,7,experience_match,6,5,5,5,5,4,6,5,9,4,3,5,7,8,8,8,Dưới 1 năm,Trung cấp,4,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Revit; Năng lượng / Môi trường,Kỹ sư cơ điện; Xây dựng; Điện / Điện tử / Điện lạnh,Kỹ sư cơ điện; Xây dựng; Điện / Điện tử / Điện lạnh
ksxd_L4_0a3ef8b4641725ded6e15712b60ad143_8,ksxd_L4,L4,Kỹ sư xây dựng,0a3ef8b4641725ded6e15712b60ad143,Quản Lý MEP (03 Bộ Môn) – Từ 08 Năm Kinh Nghiệm,Kỹ sư xây dựng,8,experience_match,7,5,8,8,8,7,7,7,7,4,9,9,10,8,10,10,Trên 5 năm,Đại học,6,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla; Office,Kỹ sư HVAC,AutoCAD; Revit MEP; MS Office
ksxd_L4_615036f85bed765c57cf842ebac9ddfd_14,ksxd_L4,L4,Kỹ sư xây dựng,615036f85bed765c57cf842ebac9ddfd,Kỹ Sư Điện - Cơ Điện / Quản Trị Viên Dự Nguồn (Khối Sản Xuất) - Làm Việc Tại Phú Mỹ Bà Rịa Vũng Tàu,Kỹ sư xây dựng,14,experience_match,7,4,5,5,6,2,4,4,10,4,10,4,10,10,10,10,Không yêu cầu,Đại học,6,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla; Office,,Kỹ sư điện; Cơ khí / Tự động hóa; Công nghệ kỹ thuật; Điện / Điện tử / Điện lạnh
ksxd_L4_79fdda70e75690fee146109d5acf758c_10,ksxd_L4,L4,Kỹ sư xây dựng,79fdda70e75690fee146109d5acf758c,Kỹ Sư Hiện Trường - Giám Sát Công Trình (MEP) - Làm Việc Tại Dự Án Phú Quốc | Lương 18 - 25 Triệu/Tháng,Kỹ sư xây dựng,10,experience_match,8,7,6,7,7,7,4,7,8,5,3,5,10,10,10,10,2 năm,Đại học,6,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla; Office,,Kỹ sư cơ điện; Xây dựng; Điện / Điện tử / Điện lạnh; Cơ khí / Tự động hóa
ksxd_L4_87bfbd0b05dc8d78bb8f634677b0e2e3_2,ksxd_L4,L4,Kỹ sư xây dựng,87bfbd0b05dc8d78bb8f634677b0e2e3,Kỹ Sư Model Kết Cấu (Tekla),Kỹ sư xây dựng,2,experience_match,7,7,5,7,7,8,7,7,9,5,2,4,10,10,10,10,Dưới 1 năm,Đại học,6,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla; Office,Kỹ sư kết cấu công trình; Xây dựng; Cơ khí / Tự động hóa,Tekla Structures; Microsoft Office (Excel; Word)
ksxd_L4_b8916f3c3b5d741b0d8b4a354ca3718d_5,ksxd_L4,L4,Kỹ sư xây dựng,b8916f3c3b5d741b0d8b4a354ca3718d,Kỹ Sư Shop Drawing Kết Cấu Thép (Tekla Structure),Kỹ sư xây dựng,5,experience_match,8,8,7,8,8,9,8,8,7,5,2,5,8,9,9,9,1 năm,Cao đẳng,6,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla; Office,Kỹ sư xây dựng; Xây dựng; Cơ khí / Tự động hóa,Tekla; AutoCAD; Office
ksxd_L4_baae2ef9ab9b70c50b8b7f627cdcf858_12,ksxd_L4,L4,Kỹ sư xây dựng,baae2ef9ab9b70c50b8b7f627cdcf858,Kỹ Sư Điện - Cơ Điện / Quản Trị Viên Dự Nguồn (Khối Sản Xuất) - Làm Việc Tại Phú Mỹ Bà Rịa Vũng Tàu,Kỹ sư xây dựng,12,relevance_score;skills_match;experience_match,8,4,2,4,6,3,0,3,9,4,3,4,10,7,7,7,,,6,Đại học,Xây dựng,Revit; Sap2000; ETABS; Tekla; Office,,
ksxd_L4b_87bfbd0b05dc8d78bb8f634677b0e2e3_7,ksxd_L4b,L4b,Kỹ sư xây dựng,87bfbd0b05dc8d78bb8f634677b0e2e3,Kỹ Sư Model Kết Cấu (Tekla),Kỹ sư xây dựng,7,experience_match,7,6,5,6,7,6,7,7,7,4,2,4,10,10,10,10,Dưới 1 năm,Đại học,7,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Revit; Năng lượng / Môi trường; Thiết kế / Kiến trúc,Kỹ sư kết cấu công trình; Xây dựng; Cơ khí / Tự động hóa,Tekla Structures; Microsoft Office (Excel; Word)
ksxd_L4b_c073efc5ec9c7f006494b1ceaf14aad0_9,ksxd_L4b,L4b,Kỹ sư xây dựng,c073efc5ec9c7f006494b1ceaf14aad0,Trưởng Nhóm Hạ Tầng Kỹ Thuật,Kỹ sư xây dựng,9,experience_match;education_match,4,5,4,5,5,4,5,5,7,9,3,6,10,5,10,10,5 năm,Đại học,7,Đại học,Kỹ thuật xây dựng,Sap2000; ETABS; Tekla; Revit; Năng lượng / Môi trường; Thiết kế / Kiến trúc,Kỹ sư HVAC,AutoCAD; Revit; Windows Server; Linux; VMware; thiết kế và triển khai hạ tầng kỹ thuật
ksxd_P2_25f725631b35e87b3c0bcbd14d0eda08_13,ksxd_P2,P2,Kỹ sư xây dựng,25f725631b35e87b3c0bcbd14d0eda08,Phó Trưởng Phòng Phụ Trách Tài Chính - Kế Toán,Ngân hàng,13,education_match,1,1,2,2,1,0,1,1,1,1,0,1,1,5,7,5,Trên 5 năm,Đại học,2,Đại học,Kinh tế,Excel; Word,Chuyên môn Bất động sản khác; Bất động sản; Tài chính; Kế toán,Kế toán dự án BĐS; Kế toán M&A; tái cấu trúc doanh nghiệp; Làm việc với ngân hàng; Tư duy phân tích; Thận trọng; độc lập
ksxd_P2_393569e29b4b58bc0f81851017ed3cd8_9,ksxd_P2,P2,Kỹ sư xây dựng,393569e29b4b58bc0f81851017ed3cd8,"CHUYÊN VIÊN TƯ VẤN TÀI CHÍNH -SHINHAN BANK ( Pico Plaza, Phường Bảy Hiền)",Ngân hàng,9,experience_match,5,5,4,5,6,4,3,4,9,9,3,5,7,10,6,7,Dưới 1 năm,Trung cấp,2,Đại học,Kinh tế,Excel; Word,,giao tiếp; thuyết phục và đàm phán; làm việc độc lập và làm việc nhóm hiệu quả; tinh thần trách nhiệm cao; trung thực và chịu được áp lực công việc; kỹ năng sử dụng các công cụ hỗ trợ bán hàng (CRM; phần mềm quản lý khách hàng); kỹ năng sử dụng tin học văn phòng (Word; Excel; PowerPoint)
ksxd_P2_613fd65415eda01837f3b2294a899242_8,ksxd_P2,P2,Kỹ sư xây dựng,613fd65415eda01837f3b2294a899242,Kế Toán Nhập Liệu _ Không Yêu Cầu Kinh Nghiệm,Kế toán,8,relevance_score,3,8,6,6,6,10,8,8,10,9,10,10,4,8,7,7,Không yêu cầu,Trung cấp,2,Đại học,Kinh tế,Excel; Word,Kế toán khác; Kế toán,Excel; Word
ksxd_P2_7222c009019dbf5438a77e38fdcb9770_3,ksxd_P2,P2,Kỹ sư xây dựng,7222c009019dbf5438a77e38fdcb9770,Nhân Viên Kinh Doanh/ Nhân Viên Tư Vấn Tuyển Sinh/ Tư Vấn Khóa Học IELTS (Không Yêu Cầu Kinh Nghiệm Giáo Dục) - Lương 12 - 25 Triệu/Tháng,Nhân viên kinh doanh,3,experience_match,4,5,4,5,5,4,2,4,9,5,10,5,7,8,7,7,Dưới 1 năm,Cao đẳng,2,Đại học,Kinh tế,Excel; Word,Tư vấn tuyển sinh/khoá học; Giáo dục / Đào tạo; B2C,giao tiếp; thuyết phục; kỹ năng làm việc độc lập; chịu áp lực công việc
ksxd_P2_88770ef11c88e998ce39f1fd3904749f_14,ksxd_P2,P2,Kỹ sư xây dựng,88770ef11c88e998ce39f1fd3904749f,"Nhân Viên Thiết Kế, Đi Làm Ngay",Thiết kế đồ họa,14,education_match,1,3,2,3,1,1,0,1,10,9,10,10,1,8,7,5,Không yêu cầu,Trung cấp,2,Đại học,Kinh tế,Excel; Word,Thiết kế đồ họa (Graphic Design); Bán lẻ - Hàng tiêu dùng - FMCG; Thương mại điện tử; Marketing / Quảng cáo,Photoshop; Illustrator; CorelDRAW; Premiere; After Effects
ksxd_P2_ea7858a5c8cfc985ed9fc2b72ae40703_15,ksxd_P2,P2,Kỹ sư xây dựng,ea7858a5c8cfc985ed9fc2b72ae40703,Thợ Làm Bánh (Baker & Cake),Lao động phổ thông,15,education_match,2,3,2,3,1,1,1,1,10,9,10,10,1,9,7,7,Không yêu cầu,Trung cấp,2,Đại học,Kinh tế,Excel; Word,Thợ làm bánh; Thực phẩm / Đồ uống,Mixing; Shaping; Oven; Decoration
ksxd_P2_fadbf9fddd686b0aba832143a92a3355_5,ksxd_P2,P2,Kỹ sư xây dựng,fadbf9fddd686b0aba832143a92a3355,Nhân Viên Chăm Sóc Khách Hàng,Chăm sóc khách hàng,5,skills_match,5,6,3,5,5,7,2,3,7,8,5,7,7,9,6,7,1 năm,Cao đẳng,2,Đại học,Kinh tế,Excel; Word,Chăm sóc khách hàng; Y tế / Dược phẩm; Quan hệ công chúng; Nhà hàng / Khách sạn,giao tiếp xuất sắc; kỹ năng giải quyết vấn đề và xử lý tình huống tốt; khả năng làm việc độc lập và làm việc nhóm hiệu quả
ksxd_P_25f725631b35e87b3c0bcbd14d0eda08_13,ksxd_P,P,Kỹ sư xây dựng,25f725631b35e87b3c0bcbd14d0eda08,Phó Trưởng Phòng Phụ Trách Tài Chính - Kế Toán,Ngân hàng,13,education_match,1,2,2,2,1,4,1,1,1,2,0,1,1,5,7,5,Trên 5 năm,Đại học,2,Đại học,Quản trị kinh doanh,Excel; SAP,Chuyên môn Bất động sản khác; Bất động sản; Tài chính; Kế toán,Kế toán dự án BĐS; Kế toán M&A; tái cấu trúc doanh nghiệp; Làm việc với ngân hàng; Tư duy phân tích; Thận trọng; độc lập
ksxd_P_393569e29b4b58bc0f81851017ed3cd8_9,ksxd_P,P,Kỹ sư xây dựng,393569e29b4b58bc0f81851017ed3cd8,"CHUYÊN VIÊN TƯ VẤN TÀI CHÍNH -SHINHAN BANK ( Pico Plaza, Phường Bảy Hiền)",Ngân hàng,9,experience_match,5,5,3,5,5,4,2,4,9,9,3,5,7,10,6,7,Dưới 1 năm,Trung cấp,2,Đại học,Quản trị kinh doanh,Excel; SAP,,giao tiếp; thuyết phục và đàm phán; làm việc độc lập và làm việc nhóm hiệu quả; tinh thần trách nhiệm cao; trung thực và chịu được áp lực công việc; kỹ năng sử dụng các công cụ hỗ trợ bán hàng (CRM; phần mềm quản lý khách hàng); kỹ năng sử dụng tin học văn phòng (Word; Excel; PowerPoint)
ksxd_P_71491163ab5286ca4e3c1160a7436919_6,ksxd_P,P,Kỹ sư xây dựng,71491163ab5286ca4e3c1160a7436919,Nhân Viên Chăm Sóc Khách Hàng/Telemarketing (Không Sale – Data Có Sẵn) | Thu Nhập 15–20M,Chăm sóc khách hàng,6,education_match,3,6,3,4,3,5,2,3,7,6,5,6,7,9,4,5,Dưới 1 năm,Trung cấp,2,Đại học,Quản trị kinh doanh,Excel; SAP,,Excel; AutoCAD; Python; SAP
